"Greenspace_2",0.609806674735431
"PoB_north",0.142089385110087
"air_pol_2",0.0659432028639435
"Traffic_2",0.0542537082199454
"Distance_nearest_road_1",0.00438790302235379
"home_loc_north",-0.0205865354181514
"air_pol_1",-0.0253194334964795
"PoB_east",-0.0487267871838168
"Traffic_1",-0.0760789384834842
"dist_to_coast",-0.108045459838083
"Townsend",-0.18951772205902
"Greenspace_1",-0.204585796638553
"Distance_nearest_road_2",-0.230965971800637
"pop_density_urban",-0.485009707269598
"home_loc_east",-0.545696537009801
