"home_loc_north",0.59909043639412
"PoB_east",0.552199487213979
"dist_to_coast",0.323036702814282
"Traffic_1",0.150340475949335
"Townsend",0.149477708497652
"air_pol_2",0.107562837521426
"Traffic_2",0.100575595030936
"Distance_nearest_road_2",0.034490440604248
"Distance_nearest_road_1",-0.0963340023010193
"Greenspace_2",-0.102922643217728
"home_loc_east",-0.163097531870332
"pop_density_urban",-0.222543487238314
"air_pol_1",-0.357955933633681
"Greenspace_1",-0.612703365130119
"PoB_north",-0.617381618997867
